latitude,longitude,hour,SO2,NO,NO2,CO,O3,wind_direction,wind_speed,temperature,humidity,pressure,solar_radiation,rain,Air_Quality_Class
43.529806,-5.673428,2,7.0,2.0,28.0,0.73,14.0,135.0,0.1,15.8,86.0,1012.0,5.0,0.0,Good
43.529806,-5.673428,3,8.0,2.0,17.0,0.76,13.0,248.0,0.1,15.1,86.0,1012.0,5.0,0.0,Good
43.529806,-5.673428,4,7.0,3.0,15.0,0.75,13.0,249.0,0.12,14.5,87.0,1012.0,5.0,0.0,Good
43.529806,-5.673428,5,8.0,5.0,21.0,0.83,10.0,227.0,0.27,14.1,87.0,1011.0,5.0,0.0,Good
43.529806,-5.673428,6,7.0,11.0,23.0,0.78,9.0,203.0,0.58,13.8,89.0,1011.0,5.0,0.0,Good
43.529806,-5.673428,7,10.0,56.0,31.0,0.9,6.0,337.0,0.1,13.9,88.0,1011.0,5.0,0.0,Good
43.529806,-5.673428,8,12.0,99.0,38.0,1.04,6.0,6.0,0.1,13.6,86.0,1012.0,5.0,0.0,Good
43.529806,-5.673428,9,12.0,84.0,41.0,0.96,7.0,272.0,0.1,14.9,84.0,1012.0,65.0,0.0,Good
43.529806,-5.673428,10,15.0,45.0,33.0,0.79,8.0,159.0,0.41,18.4,67.0,1012.0,179.0,0.0,Good
43.529806,-5.673428,11,19.0,32.0,32.0,0.73,13.0,158.0,0.66,19.9,56.0,1011.0,293.0,0.0,Good
43.529806,-5.673428,12,14.0,31.0,36.0,0.77,15.0,23.0,0.28,21.0,52.0,1011.0,304.0,0.0,Good
43.529806,-5.673428,13,13.0,38.0,40.0,0.85,14.0,23.0,0.63,20.4,58.0,1010.0,315.0,0.0,Good
43.529806,-5.673428,14,12.0,28.0,35.0,0.82,18.0,6.0,0.41,20.1,61.0,1010.0,160.0,0.0,Good
43.529806,-5.673428,15,8.0,14.0,27.0,0.75,32.0,336.0,0.4,18.8,69.0,1009.0,76.0,0.0,Good
43.529806,-5.673428,16,5.0,8.0,29.0,0.75,29.0,22.0,0.28,18.3,73.0,1009.0,66.0,0.0,Good
43.529806,-5.673428,17,6.0,7.0,35.0,0.75,24.0,137.0,0.13,19.0,62.0,1009.0,22.0,0.0,Good
43.529806,-5.673428,18,5.0,18.0,54.0,0.9,9.0,157.0,0.11,18.6,60.0,1009.0,5.0,0.0,Good
43.529806,-5.673428,19,6.0,70.0,69.0,1.14,4.0,136.0,0.16,17.8,67.0,1009.0,5.0,0.0,Good
43.529806,-5.673428,20,7.0,47.0,60.0,1.13,4.0,135.0,0.1,17.2,68.0,1009.0,5.0,0.0,Moderate
43.529806,-5.673428,21,6.0,46.0,56.0,1.17,4.0,326.0,0.14,16.7,71.0,1008.0,5.0,0.0,Moderate
43.529806,-5.673428,22,7.0,32.0,40.0,1.44,25.0,6.0,0.62,16.2,78.0,1009.0,5.0,0.8,Moderate
43.529806,-5.673428,23,6.0,2.0,12.0,0.74,59.0,113.0,1.19,15.4,86.0,1008.0,5.0,0.0,Moderate
43.529806,-5.673428,24,6.0,3.0,23.0,0.74,36.0,5.0,0.14,15.2,87.0,1008.0,5.0,0.4,Good
43.529806,-5.673428,1,8.0,1.0,12.0,0.72,31.0,201.0,0.32,19.9,64.0,1013.0,5.0,0.0,Good
43.529806,-5.673428,2,8.0,1.0,16.0,0.69,22.0,136.0,0.1,19.1,67.0,1013.0,5.0,0.0,Good
43.529806,-5.673428,3,10.0,1.0,16.0,0.72,22.0,315.0,0.1,19.0,67.0,1013.0,5.0,0.0,Good
43.529806,-5.673428,4,9.0,2.0,17.0,0.73,21.0,178.0,0.1,18.2,69.0,1013.0,5.0,0.0,Good
43.529806,-5.673428,5,11.0,14.0,26.0,0.78,10.0,136.0,0.1,17.6,71.0,1013.0,5.0,0.0,Good
43.529806,-5.673428,6,13.0,36.0,36.0,0.79,5.0,4.0,0.1,17.3,72.0,1013.0,5.0,0.0,Good
43.529806,-5.673428,7,13.0,72.0,40.0,1.17,6.0,138.0,0.1,17.1,73.0,1014.0,5.0,0.0,Good
43.529806,-5.673428,8,15.0,44.0,49.0,1.44,9.0,227.0,0.2,17.4,79.0,1014.0,5.0,0.0,Good
43.529806,-5.673428,9,10.0,24.0,49.0,0.92,17.0,5.0,0.1,17.2,84.0,1014.0,5.0,0.0,Good
43.529806,-5.673428,10,9.0,37.0,48.0,0.96,16.0,179.0,0.1,17.5,85.0,1014.0,93.0,0.0,Good
43.529806,-5.673428,11,8.0,18.0,31.0,0.85,25.0,6.0,0.34,18.9,80.0,1013.0,283.0,0.0,Good
43.529806,-5.673428,12,6.0,12.0,24.0,0.83,31.0,5.0,0.41,18.6,80.0,1013.0,360.0,0.0,Good
43.529806,-5.673428,13,6.0,15.0,24.0,0.82,35.0,6.0,0.98,18.5,80.0,1012.0,388.0,0.0,Good
43.529806,-5.673428,14,7.0,10.0,22.0,0.77,41.0,22.0,1.53,17.8,82.0,1012.0,202.0,0.0,Good
43.529806,-5.673428,15,7.0,13.0,27.0,0.76,35.0,5.0,1.1,17.7,83.0,1012.0,91.0,0.0,Good
43.529806,-5.673428,16,7.0,11.0,30.0,0.79,36.0,6.0,0.76,17.5,83.0,1012.0,36.0,0.0,Good
43.529806,-5.673428,17,6.0,8.0,27.0,0.78,36.0,6.0,0.25,17.5,83.0,1012.0,6.0,0.0,Good
43.529806,-5.673428,18,4.0,9.0,34.0,0.88,22.0,6.0,0.13,17.5,83.0,1012.0,5.0,0.0,Good
43.529806,-5.673428,19,3.0,7.0,31.0,0.84,19.0,157.0,0.1,17.5,83.0,1012.0,5.0,0.0,Good
43.529806,-5.673428,20,3.0,15.0,42.0,0.98,7.0,157.0,0.1,17.3,84.0,1012.0,5.0,0.0,Good
43.529806,-5.673428,21,5.0,67.0,53.0,1.15,6.0,179.0,0.1,17.0,85.0,1012.0,5.0,0.0,Good
43.529806,-5.673428,22,7.0,47.0,43.0,1.08,19.0,335.0,0.11,17.0,85.0,1013.0,5.0,0.0,Moderate
43.529806,-5.673428,23,5.0,2.0,17.0,0.75,50.0,6.0,0.17,16.7,86.0,1013.0,5.0,0.0,Good
43.529806,-5.673428,24,6.0,1.0,15.0,0.73,44.0,6.0,0.1,16.5,86.0,1013.0,5.0,0.0,Good
43.529806,-5.673428,1,10.0,1.0,15.0,0.82,35.0,6.0,0.25,16.0,88.0,1008.0,5.0,0.0,Good
43.529806,-5.673428,2,15.0,2.0,25.0,1.4,31.0,226.0,0.42,16.2,88.0,1008.0,5.0,0.0,Good
43.529806,-5.673428,3,10.0,1.0,9.0,0.82,36.0,6.0,0.14,16.0,88.0,1008.0,5.0,0.0,Good
43.529806,-5.673428,4,11.0,1.0,11.0,0.75,48.0,5.0,0.79,16.5,88.0,1009.0,5.0,0.0,Good
43.529806,-5.673428,5,14.0,1.0,17.0,1.08,45.0,334.0,1.64,16.5,85.0,1009.0,5.0,0.0,Good
43.529806,-5.673428,6,16.0,2.0,27.0,1.01,31.0,226.0,0.92,16.4,85.0,1009.0,5.0,0.0,Good
43.529806,-5.673428,7,10.0,40.0,56.0,1.02,10.0,157.0,0.12,16.2,85.0,1009.0,5.0,0.0,Good
43.529806,-5.673428,8,13.0,67.0,65.0,1.41,4.0,137.0,0.1,16.7,83.0,1010.0,5.0,0.0,Good
43.529806,-5.673428,9,8.0,18.0,45.0,0.81,20.0,180.0,0.45,18.5,71.0,1010.0,24.0,0.0,Good
43.529806,-5.673428,10,6.0,9.0,30.0,0.73,33.0,203.0,1.15,20.0,64.0,1011.0,40.0,0.0,Good
43.529806,-5.673428,11,5.0,10.0,30.0,0.74,31.0,204.0,1.01,20.4,63.0,1011.0,48.0,0.0,Good
43.529806,-5.673428,12,5.0,7.0,20.0,0.74,41.0,225.0,2.18,21.1,63.0,1011.0,261.0,0.0,Good
43.529806,-5.673428,13,3.0,8.0,19.0,0.69,42.0,225.0,2.0,22.1,61.0,1011.0,312.0,0.0,Good
43.529806,-5.673428,14,5.0,8.0,19.0,0.73,40.0,226.0,1.8,22.8,58.0,1011.0,169.0,0.0,Good
43.529806,-5.673428,15,5.0,11.0,24.0,1.13,33.0,226.0,0.84,23.6,57.0,1011.0,238.0,0.0,Good
43.529806,-5.673428,16,5.0,13.0,30.0,2.28,29.0,247.0,0.69,22.4,59.0,1012.0,22.0,0.0,Good
43.529806,-5.673428,17,4.0,10.0,34.0,0.83,25.0,225.0,0.4,20.1,70.0,1012.0,5.0,0.0,Good
43.529806,-5.673428,18,7.0,25.0,51.0,0.96,13.0,5.0,0.25,19.0,75.0,1013.0,5.0,0.0,Good
43.529806,-5.673428,19,8.0,104.0,71.0,1.33,7.0,337.0,0.1,18.4,78.0,1013.0,5.0,0.0,Good
43.529806,-5.673428,20,10.0,130.0,73.0,1.5,7.0,6.0,0.1,18.2,80.0,1013.0,5.0,0.0,Moderate
43.529806,-5.673428,21,11.0,105.0,64.0,1.49,6.0,6.0,0.1,18.3,79.0,1014.0,5.0,0.0,Moderate
43.529806,-5.673428,22,14.0,132.0,65.0,1.64,6.0,139.0,0.1,18.5,78.0,1014.0,5.0,0.0,Moderate
43.529806,-5.673428,23,12.0,48.0,44.0,1.11,13.0,136.0,0.1,19.5,67.0,1014.0,5.0,0.0,Moderate
43.529806,-5.673428,24,9.0,1.0,14.0,0.72,32.0,226.0,0.61,20.1,62.0,1014.0,5.0,0.0,Good
43.529806,-5.673428,1,5.0,1.0,4.0,0.5,72.0,226.0,2.15,16.6,55.0,1007.0,5.0,0.0,Good
43.529806,-5.673428,2,6.0,1.0,3.0,0.51,73.0,181.0,1.19,15.9,61.0,1006.0,5.0,0.2,Good
43.529806,-5.673428,3,7.0,1.0,5.0,0.51,68.0,203.0,1.47,15.8,62.0,1005.0,5.0,0.0,Good
43.529806,-5.673428,4,8.0,1.0,9.0,1.11,62.0,226.0,0.78,15.6,63.0,1004.0,5.0,0.0,Good
43.529806,-5.673428,5,9.0,1.0,12.0,1.06,59.0,226.0,1.47,15.6,66.0,1003.0,5.0,0.0,Good
43.529806,-5.673428,6,5.0,1.0,10.0,0.6,63.0,225.0,1.59,15.7,65.0,1002.0,5.0,0.4,Good
43.529806,-5.673428,7,4.0,3.0,23.0,0.62,50.0,181.0,1.23,14.5,74.0,1002.0,5.0,1.2,Good
43.529806,-5.673428,8,10.0,9.0,44.0,1.25,41.0,336.0,1.74,13.3,82.0,1003.0,5.0,3.8,Good
43.529806,-5.673428,9,10.0,9.0,50.0,1.11,38.0,226.0,1.39,13.1,87.0,1003.0,5.0,2.6,Good
43.529806,-5.673428,10,4.0,7.0,46.0,0.69,35.0,181.0,0.15,13.4,87.0,1003.0,5.0,1.2,Good
43.529806,-5.673428,11,4.0,10.0,38.0,0.83,41.0,6.0,2.22,13.9,88.0,1003.0,12.0,3.6,Good
43.529806,-5.673428,12,4.0,5.0,22.0,0.72,64.0,335.0,1.66,13.9,90.0,1004.0,28.0,0.6,Good
43.529806,-5.673428,13,10.0,8.0,33.0,1.17,47.0,331.0,1.59,15.5,89.0,1005.0,26.0,0.2,Good
43.529806,-5.673428,14,22.0,10.0,34.0,1.25,46.0,226.0,1.55,16.6,77.0,1005.0,51.0,0.0,Good
43.529806,-5.673428,15,17.0,8.0,34.0,1.22,42.0,226.0,1.26,16.3,73.0,1005.0,26.0,0.0,Good
43.529806,-5.673428,16,29.0,9.0,43.0,1.68,29.0,247.0,1.39,16.9,71.0,1006.0,5.0,0.0,Good
43.529806,-5.673428,17,33.0,10.0,44.0,1.46,34.0,248.0,1.53,16.7,67.0,1006.0,5.0,0.0,Good
43.529806,-5.673428,18,17.0,8.0,39.0,1.84,37.0,247.0,0.99,15.0,82.0,1007.0,5.0,0.0,Good
43.529806,-5.673428,19,14.0,6.0,35.0,1.66,45.0,226.0,1.29,14.3,85.0,1008.0,5.0,0.4,Good
43.529806,-5.673428,20,13.0,7.0,39.0,1.59,33.0,248.0,0.94,15.1,88.0,1008.0,5.0,0.0,Good
43.529806,-5.673428,21,11.0,12.0,45.0,1.07,23.0,224.0,1.03,15.2,87.0,1008.0,5.0,0.0,Good
43.529806,-5.673428,22,8.0,6.0,35.0,1.09,25.0,180.0,0.16,15.1,87.0,1008.0,5.0,0.0,Moderate
43.529806,-5.673428,23,8.0,4.0,28.0,0.88,24.0,5.0,0.1,15.4,89.0,1007.0,5.0,0.0,Good
43.529806,-5.673428,24,11.0,2.0,32.0,1.32,25.0,248.0,0.11,16.1,89.0,1008.0,5.0,0.0,Good
43.529806,-5.673428,1,6.0,1.0,12.0,0.64,60.0,203.0,0.63,13.4,69.0,1015.0,5.0,0.0,Good
43.529806,-5.673428,2,6.0,1.0,9.0,0.73,62.0,226.0,0.52,13.5,65.0,1015.0,5.0,0.0,Good
43.529806,-5.673428,3,6.0,1.0,7.0,0.6,65.0,180.0,0.45,13.3,63.0,1015.0,5.0,0.0,Good
43.529806,-5.673428,4,6.0,1.0,5.0,0.57,64.0,204.0,0.62,12.9,64.0,1016.0,5.0,0.0,Good
43.529806,-5.673428,5,7.0,1.0,8.0,0.62,58.0,181.0,0.2,12.9,66.0,1016.0,5.0,0.0,Good
43.529806,-5.673428,6,6.0,1.0,10.0,0.58,59.0,226.0,0.47,13.1,61.0,1016.0,5.0,0.0,Good
43.529806,-5.673428,7,6.0,2.0,15.0,0.61,51.0,181.0,0.31,12.2,63.0,1016.0,5.0,0.0,Good
43.529806,-5.673428,8,7.0,1.0,12.0,0.53,52.0,179.0,0.22,11.7,63.0,1016.0,5.0,0.0,Good
43.529806,-5.673428,9,7.0,1.0,12.0,0.53,51.0,203.0,0.89,12.3,62.0,1016.0,38.0,0.0,Good
43.529806,-5.673428,10,7.0,2.0,16.0,0.55,47.0,203.0,0.44,12.9,60.0,1016.0,62.0,0.0,Good
43.529806,-5.673428,11,6.0,2.0,13.0,0.59,53.0,181.0,0.75,15.0,54.0,1016.0,286.0,0.0,Good
43.529806,-5.673428,12,5.0,3.0,13.0,0.57,60.0,181.0,1.12,16.4,48.0,1016.0,339.0,0.0,Good
43.529806,-5.673428,13,12.0,4.0,15.0,0.73,59.0,226.0,0.92,17.3,43.0,1015.0,314.0,0.0,Good
43.529806,-5.673428,14,20.0,6.0,24.0,0.89,53.0,226.0,1.27,17.3,43.0,1014.0,140.0,0.0,Good
43.529806,-5.673428,15,5.0,2.0,12.0,0.55,64.0,226.0,1.44,17.6,41.0,1013.0,277.0,0.0,Good
43.529806,-5.673428,16,17.0,4.0,20.0,0.9,55.0,226.0,1.17,17.6,42.0,1012.0,129.0,0.0,Good
43.529806,-5.673428,17,14.0,5.0,26.0,0.92,47.0,226.0,0.55,16.7,46.0,1012.0,5.0,0.0,Good
43.529806,-5.673428,18,12.0,3.0,31.0,1.4,47.0,226.0,0.55,16.3,46.0,1011.0,5.0,0.0,Good
43.529806,-5.673428,19,5.0,3.0,24.0,0.62,52.0,225.0,1.09,16.3,46.0,1011.0,5.0,0.0,Good
43.529806,-5.673428,20,3.0,5.0,37.0,0.6,40.0,181.0,0.17,15.8,51.0,1011.0,5.0,0.0,Good
43.529806,-5.673428,21,7.0,2.0,29.0,0.62,41.0,180.0,0.38,15.6,52.0,1010.0,5.0,0.0,Good
43.529806,-5.673428,22,7.0,1.0,22.0,0.59,44.0,160.0,0.52,15.3,55.0,1009.0,5.0,0.0,Good
43.529806,-5.673428,23,8.0,1.0,21.0,0.53,44.0,158.0,0.92,14.7,60.0,1008.0,5.0,0.2,Good
43.529806,-5.673428,24,6.0,1.0,6.0,0.5,70.0,202.0,1.65,15.9,58.0,1007.0,5.0,0.0,Good
43.529806,-5.673428,1,5.0,2.0,18.0,0.67,21.0,159.0,0.27,18.8,73.0,1008.0,5.0,1.0,Good
43.529806,-5.673428,2,5.0,1.0,16.0,0.68,38.0,22.0,0.68,17.0,83.0,1009.0,5.0,2.4,Good
43.529806,-5.673428,3,5.0,1.0,15.0,0.66,43.0,5.0,0.1,16.2,87.0,1009.0,5.0,2.0,Good
43.529806,-5.673428,4,5.0,1.0,11.0,0.66,42.0,136.0,0.15,16.0,86.0,1008.0,5.0,1.4,Good
43.529806,-5.673428,5,5.0,1.0,12.0,0.67,34.0,114.0,0.1,15.9,85.0,1008.0,5.0,1.2,Good
43.529806,-5.673428,6,5.0,7.0,25.0,0.76,11.0,223.0,0.1,16.0,84.0,1008.0,5.0,0.2,Good
43.529806,-5.673428,7,6.0,32.0,30.0,0.83,5.0,295.0,0.1,15.9,87.0,1007.0,5.0,0.0,Good
43.529806,-5.673428,8,7.0,63.0,36.0,0.99,3.0,6.0,0.1,16.0,89.0,1007.0,5.0,0.0,Good
43.529806,-5.673428,9,6.0,76.0,41.0,1.16,3.0,158.0,0.12,16.0,89.0,1008.0,5.0,2.6,Good
43.529806,-5.673428,10,3.0,7.0,22.0,0.72,24.0,159.0,1.13,16.4,92.0,1008.0,5.0,0.0,Good
43.529806,-5.673428,11,3.0,16.0,35.0,0.8,24.0,181.0,0.56,16.8,91.0,1009.0,9.0,0.0,Good
43.529806,-5.673428,12,3.0,33.0,49.0,0.87,14.0,7.0,0.1,16.5,91.0,1009.0,29.0,0.0,Good
43.529806,-5.673428,13,3.0,19.0,40.0,0.82,18.0,6.0,0.1,17.1,92.0,1009.0,38.0,0.0,Good
43.529806,-5.673428,14,3.0,7.0,31.0,0.77,34.0,6.0,0.56,16.4,90.0,1009.0,5.0,0.4,Good
43.529806,-5.673428,15,5.0,4.0,24.0,0.78,44.0,226.0,0.23,15.3,90.0,1010.0,5.0,1.2,Good
43.529806,-5.673428,16,6.0,9.0,47.0,1.37,24.0,225.0,0.29,14.9,91.0,1010.0,5.0,1.0,Good
43.529806,-5.673428,17,5.0,4.0,37.0,1.08,32.0,202.0,0.17,14.7,91.0,1011.0,5.0,0.2,Good
43.529806,-5.673428,18,4.0,5.0,41.0,1.09,30.0,226.0,0.34,14.4,90.0,1011.0,5.0,0.6,Good
43.529806,-5.673428,19,8.0,6.0,45.0,1.86,33.0,316.0,0.48,14.3,90.0,1012.0,5.0,0.0,Good
43.529806,-5.673428,20,5.0,3.0,29.0,0.88,47.0,293.0,0.31,13.6,89.0,1013.0,5.0,0.4,Good
43.529806,-5.673428,21,14.0,5.0,47.0,1.63,27.0,203.0,0.26,13.3,89.0,1013.0,5.0,0.0,Good
43.529806,-5.673428,22,15.0,6.0,58.0,1.42,24.0,226.0,0.32,13.6,82.0,1014.0,5.0,0.0,Good
43.529806,-5.673428,23,9.0,1.0,20.0,0.75,54.0,226.0,0.68,13.6,75.0,1014.0,5.0,0.0,Good
43.529806,-5.673428,24,11.0,2.0,24.0,1.01,50.0,226.0,0.53,13.4,74.0,1015.0,5.0,0.0,Good
43.529806,-5.673428,1,14.0,25.0,58.0,0.78,3.0,135.0,0.13,13.3,64.0,1016.0,5.0,0.0,Good
43.529806,-5.673428,2,13.0,17.0,52.0,0.72,3.0,155.0,0.12,13.1,67.0,1015.0,5.0,0.0,Good
43.529806,-5.673428,3,11.0,10.0,44.0,0.66,4.0,316.0,0.1,12.7,70.0,1015.0,5.0,0.0,Good
43.529806,-5.673428,4,12.0,11.0,46.0,0.71,3.0,201.0,0.11,12.4,71.0,1014.0,5.0,0.0,Good
43.529806,-5.673428,5,16.0,24.0,48.0,0.88,3.0,248.0,0.14,12.2,72.0,1014.0,5.0,0.0,Good
43.529806,-5.673428,6,13.0,20.0,46.0,0.8,3.0,53.0,0.1,12.5,72.0,1014.0,5.0,0.2,Good
43.529806,-5.673428,7,10.0,22.0,43.0,0.71,3.0,223.0,0.1,12.6,75.0,1013.0,5.0,0.2,Good
43.529806,-5.673428,8,11.0,33.0,44.0,0.67,3.0,247.0,0.19,12.5,79.0,1013.0,5.0,0.0,Good
43.529806,-5.673428,9,10.0,33.0,41.0,0.98,5.0,7.0,0.1,13.0,79.0,1012.0,12.0,0.0,Good
43.529806,-5.673428,10,9.0,29.0,38.0,0.7,6.0,159.0,0.11,13.9,76.0,1012.0,43.0,0.0,Good
43.529806,-5.673428,11,6.0,31.0,36.0,0.7,8.0,248.0,0.2,15.1,75.0,1011.0,86.0,0.0,Good
43.529806,-5.673428,12,7.0,30.0,36.0,0.98,8.0,182.0,0.13,16.6,71.0,1011.0,89.0,0.0,Good
43.529806,-5.673428,13,7.0,26.0,38.0,0.81,8.0,136.0,0.11,17.8,70.0,1009.0,79.0,0.0,Good
43.529806,-5.673428,14,9.0,30.0,44.0,0.76,7.0,249.0,0.18,18.3,65.0,1008.0,27.0,0.0,Good
43.529806,-5.673428,15,10.0,32.0,47.0,0.84,5.0,225.0,0.27,17.7,69.0,1008.0,12.0,0.2,Good
43.529806,-5.673428,16,9.0,46.0,48.0,1.01,3.0,136.0,0.22,17.2,76.0,1007.0,5.0,0.4,Good
43.529806,-5.673428,17,8.0,44.0,43.0,0.99,4.0,111.0,0.25,16.7,82.0,1007.0,5.0,0.2,Good
43.529806,-5.673428,18,7.0,63.0,49.0,1.09,3.0,136.0,0.22,16.6,84.0,1007.0,5.0,0.0,Moderate
43.529806,-5.673428,19,6.0,41.0,44.0,1.0,7.0,136.0,0.44,18.5,76.0,1007.0,5.0,0.2,Moderate
43.529806,-5.673428,20,5.0,7.0,30.0,0.76,16.0,159.0,0.48,21.0,60.0,1007.0,5.0,0.0,Good
43.529806,-5.673428,21,4.0,5.0,23.0,0.76,24.0,204.0,1.23,21.9,57.0,1007.0,5.0,0.0,Good
43.529806,-5.673428,22,5.0,3.0,23.0,0.72,22.0,181.0,0.6,21.6,58.0,1007.0,5.0,0.0,Good
43.529806,-5.673428,23,6.0,1.0,14.0,1.39,35.0,227.0,1.48,21.9,59.0,1008.0,5.0,0.6,Good
43.529806,-5.673428,24,5.0,1.0,11.0,0.64,32.0,181.0,0.36,19.2,74.0,1008.0,5.0,0.0,Moderate
43.529806,-5.673428,9,21.0,53.0,54.0,0.63,9.0,226.0,0.87,10.8,60.0,1020.0,79.0,0.0,Good
43.529806,-5.673428,10,23.0,47.0,50.0,0.63,12.0,226.0,0.62,13.0,53.0,1020.0,198.0,0.0,Good
43.529806,-5.673428,11,28.0,59.0,57.0,0.66,10.0,247.0,0.14,16.0,47.0,1019.0,261.0,0.0,Good
43.529806,-5.673428,12,19.0,46.0,55.0,0.62,16.0,23.0,0.28,17.3,44.0,1019.0,360.0,0.0,Good
43.529806,-5.673428,13,13.0,25.0,46.0,0.61,32.0,6.0,0.25,17.3,46.0,1018.0,363.0,0.0,Good
43.529806,-5.673428,14,12.0,25.0,49.0,0.72,32.0,6.0,0.77,17.8,49.0,1018.0,288.0,0.0,Good
43.529806,-5.673428,15,11.0,15.0,41.0,0.56,45.0,21.0,0.81,16.8,48.0,1018.0,118.0,0.0,Good
43.529806,-5.673428,16,11.0,15.0,50.0,0.62,43.0,5.0,0.25,17.3,43.0,1018.0,107.0,0.0,Good
43.529806,-5.673428,17,11.0,33.0,71.0,0.67,29.0,6.0,0.13,17.3,41.0,1018.0,40.0,0.0,Good
43.529806,-5.673428,18,9.0,20.0,77.0,0.73,19.0,336.0,0.1,16.4,46.0,1018.0,5.0,0.0,Good
43.529806,-5.673428,19,10.0,52.0,86.0,0.89,6.0,134.0,0.1,15.6,49.0,1018.0,5.0,0.0,Good
43.529806,-5.673428,20,12.0,94.0,92.0,0.99,4.0,137.0,0.1,14.4,55.0,1017.0,5.0,0.0,Moderate
43.529806,-5.673428,21,11.0,63.0,81.0,0.87,3.0,135.0,0.1,13.6,57.0,1017.0,5.0,0.0,Moderate
43.529806,-5.673428,22,10.0,46.0,73.0,1.06,4.0,136.0,0.1,13.2,59.0,1017.0,5.0,0.0,Moderate
43.529806,-5.673428,23,14.0,26.0,66.0,0.81,4.0,248.0,0.32,13.1,60.0,1017.0,5.0,0.0,Moderate
43.529806,-5.673428,24,18.0,28.0,64.0,0.77,3.0,135.0,0.12,13.5,61.0,1016.0,5.0,0.0,Good
43.529806,-5.673428,1,7.0,3.0,22.0,0.49,32.0,248.0,0.28,9.5,71.0,1021.0,5.0,0.0,Good
43.529806,-5.673428,2,8.0,3.0,29.0,0.48,23.0,249.0,0.13,9.0,71.0,1021.0,5.0,0.0,Good
43.529806,-5.673428,3,11.0,4.0,41.0,0.5,11.0,248.0,0.3,8.6,72.0,1021.0,5.0,0.0,Good
43.529806,-5.673428,4,11.0,3.0,33.0,0.5,16.0,248.0,0.2,8.2,73.0,1021.0,5.0,0.0,Good
43.529806,-5.673428,5,12.0,6.0,41.0,0.5,12.0,248.0,0.31,7.9,72.0,1021.0,5.0,0.0,Good
43.529806,-5.673428,6,12.0,12.0,44.0,0.51,9.0,180.0,0.28,7.6,72.0,1021.0,5.0,0.0,Good
43.529806,-5.673428,7,11.0,38.0,59.0,0.59,5.0,248.0,0.43,7.4,72.0,1021.0,5.0,0.0,Good
43.529806,-5.673428,8,14.0,63.0,62.0,0.62,4.0,226.0,0.4,7.4,71.0,1021.0,7.0,0.0,Good
43.529806,-5.673428,9,17.0,70.0,59.0,0.63,7.0,248.0,0.31,9.6,66.0,1022.0,78.0,0.0,Good
43.529806,-5.673428,10,17.0,53.0,53.0,0.57,11.0,226.0,0.53,11.7,60.0,1022.0,200.0,0.0,Good
43.529806,-5.673428,11,15.0,41.0,51.0,0.54,19.0,225.0,0.37,14.1,53.0,1022.0,316.0,0.0,Good
43.529806,-5.673428,12,10.0,21.0,38.0,0.52,38.0,330.0,0.51,15.2,48.0,1021.0,405.0,0.0,Good
43.529806,-5.673428,1,8.0,2.0,11.0,0.49,60.0,181.0,0.52,11.9,62.0,1016.0,5.0,0.0,Good
43.529806,-5.673428,2,11.0,2.0,16.0,0.76,60.0,226.0,0.88,10.4,70.0,1017.0,5.0,1.4,Good
43.529806,-5.673428,3,8.0,1.0,8.0,0.51,72.0,181.0,0.98,9.2,76.0,1016.0,5.0,0.2,Good
43.529806,-5.673428,4,8.0,1.0,8.0,0.5,65.0,180.0,0.31,8.9,75.0,1016.0,5.0,0.0,Good
43.529806,-5.673428,5,8.0,2.0,13.0,0.5,59.0,181.0,0.28,9.4,72.0,1017.0,5.0,0.0,Good
43.529806,-5.673428,6,8.0,3.0,19.0,0.49,53.0,203.0,0.88,9.8,67.0,1017.0,5.0,0.0,Good
43.529806,-5.673428,7,8.0,7.0,37.0,0.5,37.0,203.0,0.69,9.8,67.0,1017.0,5.0,0.0,Good
43.529806,-5.673428,8,8.0,16.0,54.0,0.79,25.0,203.0,0.89,10.1,65.0,1018.0,17.0,0.0,Good
43.529806,-5.673428,9,8.0,15.0,51.0,0.56,27.0,180.0,0.32,11.4,64.0,1019.0,50.0,0.0,Good
43.529806,-5.673428,10,6.0,15.0,40.0,0.53,38.0,225.0,1.16,13.1,60.0,1019.0,202.0,0.0,Good
43.529806,-5.673428,11,7.0,12.0,33.0,0.81,47.0,226.0,1.08,14.7,55.0,1019.0,250.0,0.0,Good
43.529806,-5.673428,12,10.0,13.0,34.0,0.8,47.0,226.0,0.87,15.0,53.0,1020.0,214.0,0.0,Good
43.529806,-5.673428,13,9.0,14.0,36.0,0.84,46.0,226.0,0.72,15.0,53.0,1020.0,310.0,0.0,Good
43.529806,-5.673428,14,7.0,11.0,32.0,0.54,52.0,181.0,0.58,15.6,52.0,1020.0,327.0,0.0,Good
43.529806,-5.673428,15,13.0,11.0,36.0,0.63,51.0,333.0,1.28,15.1,54.0,1020.0,143.0,0.0,Good
43.529806,-5.673428,16,8.0,13.0,43.0,0.58,41.0,226.0,0.68,15.0,55.0,1020.0,191.0,0.0,Good
43.529806,-5.673428,17,7.0,11.0,44.0,0.51,37.0,181.0,0.52,14.5,58.0,1020.0,54.0,0.0,Good
43.529806,-5.673428,18,4.0,15.0,59.0,0.58,23.0,225.0,0.8,13.2,61.0,1021.0,5.0,0.0,Good
